year,month,hour_of_day,incident_type_primary,day_of_week
2021,4,17,LARCENY/THEFT,Monday
2015,9,21,ROBBERY,Monday
2006,2,8,LARCENY/THEFT,Tuesday
2010,9,17,LARCENY/THEFT,Tuesday
2009,6,22,BURGLARY,Wednesday
2021,10,0,LARCENY/THEFT,Monday
2009,8,2,LARCENY/THEFT,Sunday
2009,6,17,LARCENY/THEFT,Sunday
2018,11,0,LARCENY/THEFT,Tuesday
2013,12,14,LARCENY/THEFT,Wednesday
2016,12,18,ASSAULT,Thursday
2011,9,10,BURGLARY,Thursday
2021,6,10,ASSAULT,Tuesday
2006,3,13,LARCENY/THEFT,Tuesday
2012,7,8,BURGLARY,Tuesday
2013,8,17,LARCENY/THEFT,Friday
2013,6,2,ASSAULT,Friday
2007,1,0,ASSAULT,Sunday
2013,2,13,UUV,Friday
2011,9,12,ASSAULT,Tuesday
2013,5,18,RAPE,Thursday
2007,1,9,LARCENY/THEFT,Tuesday
2021,11,9,LARCENY/THEFT,Tuesday
2021,10,18,BURGLARY,Monday
2018,8,20,ASSAULT,Wednesday
2006,10,18,LARCENY/THEFT,Tuesday
2017,9,12,ASSAULT,Thursday
2013,11,9,LARCENY/THEFT,Wednesday
2014,3,19,ROBBERY,Thursday
2020,11,20,LARCENY/THEFT,Monday
2018,2,3,LARCENY/THEFT,Thursday
2013,5,12,LARCENY/THEFT,Monday
2011,11,23,ROBBERY,Thursday
2007,9,18,UUV,Wednesday
2015,3,1,LARCENY/THEFT,Sunday
2011,7,20,ASSAULT,Saturday
2015,6,8,ASSAULT,Friday
2012,10,15,ASSAULT,Sunday
2009,5,19,UUV,Thursday
2014,10,12,ASSAULT,Tuesday
2008,6,23,LARCENY/THEFT,Monday
2014,4,6,BURGLARY,Tuesday
2015,10,7,LARCENY/THEFT,Thursday
2015,3,23,LARCENY/THEFT,Thursday
2019,1,3,BURGLARY,Friday
2008,8,16,BURGLARY,Saturday
2016,1,1,BURGLARY,Monday
2014,12,0,LARCENY/THEFT,Sunday
2010,8,12,LARCENY/THEFT,Thursday
2010,7,18,ASSAULT,Monday
2012,8,16,RAPE,Saturday
2015,10,6,BURGLARY,Wednesday
2011,10,11,ROBBERY,Monday
2008,9,8,LARCENY/THEFT,Monday
2007,3,5,LARCENY/THEFT,Sunday
2012,12,3,ASSAULT,Sunday
2016,7,22,UUV,Tuesday
2015,4,4,LARCENY/THEFT,Friday
2012,4,1,ASSAULT,Sunday
2010,4,12,BURGLARY,Monday
2014,4,22,ROBBERY,Friday
2010,8,8,BURGLARY,Thursday
2013,2,2,LARCENY/THEFT,Sunday
2007,8,23,UUV,Monday
2007,5,4,UUV,Wednesday
2006,5,3,LARCENY/THEFT,Tuesday
2007,8,4,LARCENY/THEFT,Sunday
2009,8,22,ASSAULT,Friday
2009,10,0,BURGLARY,Tuesday
2018,3,16,ASSAULT,Tuesday
2012,7,1,ROBBERY,Saturday
2015,8,15,BURGLARY,Monday
2012,7,9,LARCENY/THEFT,Tuesday
2019,4,10,ROBBERY,Friday
2007,7,19,LARCENY/THEFT,Sunday
2007,9,13,SEXUAL ABUSE,Friday
2009,6,0,BURGLARY,Thursday
2010,9,2,BURGLARY,Tuesday
2015,8,19,ASSAULT,Monday
2022,4,0,UUV,Tuesday
2014,3,7,UUV,Wednesday
2007,10,13,BURGLARY,Friday
2007,11,19,LARCENY/THEFT,Friday
2010,8,23,LARCENY/THEFT,Sunday
2019,3,12,LARCENY/THEFT,Tuesday
2014,3,21,ROBBERY,Sunday
2019,4,11,BURGLARY,Saturday
2006,2,15,ROBBERY,Tuesday
2008,8,20,BURGLARY,Saturday
2008,7,0,LARCENY/THEFT,Friday
2018,12,21,LARCENY/THEFT,Monday
2009,12,23,ROBBERY,Friday
2015,1,4,ASSAULT,Saturday
2008,11,14,BURGLARY,Sunday
2010,12,19,LARCENY/THEFT,Sunday
2013,7,0,LARCENY/THEFT,Tuesday
2007,6,23,BURGLARY,Tuesday
2014,12,23,ASSAULT,Wednesday
2007,5,14,LARCENY/THEFT,Sunday
2013,2,21,ROBBERY,Thursday
2010,7,21,LARCENY/THEFT,Wednesday
2011,11,7,BURGLARY,Friday
2019,10,16,LARCENY/THEFT,Saturday
2009,11,15,BURGLARY,Monday
2008,7,11,ASSAULT,Tuesday
2012,4,9,LARCENY/THEFT,Friday
2015,6,23,ROBBERY,Sunday
2007,11,12,BURGLARY,Sunday
2011,10,23,LARCENY/THEFT,Sunday
2013,6,7,BURGLARY,Thursday
2008,6,1,ASSAULT,Saturday
2009,6,18,ROBBERY,Tuesday
2007,4,15,LARCENY/THEFT,Sunday
2010,10,19,LARCENY/THEFT,Tuesday
2006,9,15,ASSAULT,Monday
2006,1,12,UUV,Tuesday
2014,8,23,LARCENY/THEFT,Wednesday
2014,7,22,ASSAULT,Saturday
2014,7,15,LARCENY/THEFT,Tuesday
2018,5,10,BURGLARY,Monday
2008,7,8,LARCENY/THEFT,Tuesday
2021,10,16,LARCENY/THEFT,Wednesday
2013,3,7,ROBBERY,Friday
2008,10,10,LARCENY/THEFT,Saturday
2018,9,16,LARCENY/THEFT,Friday
2008,7,4,RAPE,Wednesday
2013,4,12,LARCENY/THEFT,Monday
2010,11,10,BURGLARY,Sunday
2020,7,19,ASSAULT,Sunday
2012,3,23,SEXUAL ABUSE,Monday
2011,5,18,BURGLARY,Friday
2006,11,15,LARCENY/THEFT,Monday
2013,1,0,UUV,Monday
2006,8,4,UUV,Monday
2010,5,1,UUV,Friday
2014,5,11,LARCENY/THEFT,Tuesday
2014,1,9,RAPE,Sunday
2013,9,18,LARCENY/THEFT,Sunday
2016,8,23,BURGLARY,Tuesday
2011,10,11,BURGLARY,Friday
2013,8,0,LARCENY/THEFT,Wednesday
2016,11,7,LARCENY/THEFT,Wednesday
2007,3,17,ASSAULT,Tuesday
2006,5,21,ASSAULT,Tuesday
2009,2,22,BURGLARY,Monday
2011,3,11,LARCENY/THEFT,Tuesday
2008,10,15,ROBBERY,Saturday
2007,5,0,LARCENY/THEFT,Saturday
2018,4,11,ASSAULT,Sunday
2006,4,14,RAPE,Sunday
2014,5,20,ASSAULT,Friday
2007,11,4,BURGLARY,Friday
2017,11,1,ASSAULT,Sunday
2013,6,13,ASSAULT,Tuesday
2019,5,1,LARCENY/THEFT,Tuesday
2013,3,3,ROBBERY,Friday
2017,10,12,ASSAULT,Friday
2012,12,17,UUV,Thursday
2007,1,8,LARCENY/THEFT,Wednesday
2006,11,21,ASSAULT,Monday
2009,7,4,BURGLARY,Thursday
2007,7,6,LARCENY/THEFT,Tuesday
2016,9,15,BURGLARY,Saturday
2021,10,9,UUV,Tuesday
2013,10,1,ASSAULT,Friday
2017,7,22,UUV,Wednesday
2011,12,9,UUV,Sunday
2008,11,13,LARCENY/THEFT,Saturday
2016,9,0,ASSAULT,Thursday
2015,11,21,LARCENY/THEFT,Thursday
2016,10,4,LARCENY/THEFT,Saturday
2006,1,19,LARCENY/THEFT,Thursday
2020,8,12,LARCENY/THEFT,Thursday
2018,9,0,LARCENY/THEFT,Friday
2010,2,22,ASSAULT,Saturday
2009,9,10,Assault,Tuesday
2007,6,14,LARCENY/THEFT,Saturday
2009,7,12,ASSAULT,Wednesday
2010,10,0,LARCENY/THEFT,Wednesday
2021,4,9,LARCENY/THEFT,Wednesday
2010,7,0,LARCENY/THEFT,Sunday
2015,1,14,ASSAULT,Thursday
2010,8,0,LARCENY/THEFT,Saturday
2009,3,21,UUV,Wednesday
2016,7,2,BURGLARY,Friday
2008,7,1,LARCENY/THEFT,Thursday
2018,12,7,LARCENY/THEFT,Monday
2015,1,5,ASSAULT,Saturday
2013,4,12,ASSAULT,Monday
2020,1,0,UUV,Wednesday
2012,2,4,BURGLARY,Monday
2010,10,17,BURGLARY,Friday
2008,8,10,ASSAULT,Sunday
2008,12,19,ASSAULT,Friday
2015,8,10,UUV,Friday
2016,5,12,LARCENY/THEFT,Saturday
2007,7,23,BURGLARY,Tuesday
2012,4,15,LARCENY/THEFT,Friday
2019,2,15,LARCENY/THEFT,Tuesday
2015,3,21,ASSAULT,Saturday
2014,4,12,LARCENY/THEFT,Monday
2017,10,19,LARCENY/THEFT,Saturday
2012,9,0,ROBBERY,Sunday
2009,9,8,ASSAULT,Tuesday
2012,1,22,ASSAULT,Monday
2011,6,0,ASSAULT,Thursday
2014,6,3,BURGLARY,Tuesday
2020,2,11,ASSAULT,Saturday
2012,7,22,UUV,Sunday
2017,8,20,LARCENY/THEFT,Tuesday
2017,1,8,LARCENY/THEFT,Tuesday
2009,8,0,BURGLARY,Wednesday
2009,8,20,BURGLARY,Thursday
2008,12,7,BURGLARY,Tuesday
2017,1,0,LARCENY/THEFT,Thursday
2016,3,19,UUV,Wednesday
2007,11,20,ASSAULT,Sunday
2014,10,3,LARCENY/THEFT,Tuesday
2015,12,0,ASSAULT,Sunday
2016,12,12,ASSAULT,Friday
2021,10,9,UUV,Tuesday
2017,1,19,BURGLARY,Wednesday
2017,11,22,SEXUAL ABUSE,Wednesday
2011,12,6,BURGLARY,Saturday
2020,7,6,UUV,Sunday
2013,12,0,BURGLARY,Friday
2011,10,6,BURGLARY,Monday
2018,11,19,UUV,Thursday
2018,11,0,LARCENY/THEFT,Thursday
2011,7,0,LARCENY/THEFT,Friday
2016,1,16,BURGLARY,Friday
2019,1,10,LARCENY/THEFT,Saturday
2020,4,12,BURGLARY,Sunday
2012,5,3,LARCENY/THEFT,Tuesday
2008,12,9,BURGLARY,Tuesday
2017,6,0,ASSAULT,Friday
2020,7,20,ROBBERY,Saturday
2007,12,17,BURGLARY,Tuesday
2010,8,0,LARCENY/THEFT,Monday
2007,12,20,BURGLARY,Thursday
2019,3,10,SEXUAL ABUSE,Thursday
2009,2,2,BURGLARY,Wednesday
2009,7,0,LARCENY/THEFT,Thursday
2011,1,9,UUV,Saturday
2015,5,19,BURGLARY,Saturday
2011,9,3,ASSAULT,Monday
2007,6,18,ROBBERY,Sunday
2009,7,15,LARCENY/THEFT,Thursday
2015,7,16,UUV,Thursday
2009,2,23,BURGLARY,Sunday
2006,7,14,ASSAULT,Tuesday
2012,9,22,ROBBERY,Sunday
2016,5,0,ROBBERY,Saturday
2013,7,10,ASSAULT,Sunday
2010,11,5,ASSAULT,Friday
2010,6,10,LARCENY/THEFT,Monday
2007,12,15,LARCENY/THEFT,Wednesday
2006,12,11,ROBBERY,Tuesday
2018,8,21,ASSAULT,Tuesday
2016,9,2,BURGLARY,Friday
2007,11,17,LARCENY/THEFT,Tuesday
2010,7,18,LARCENY/THEFT,Monday
2009,7,19,LARCENY/THEFT,Thursday
2020,3,22,ASSAULT,Friday
2008,12,12,ASSAULT,Saturday
2017,12,17,LARCENY/THEFT,Sunday
2007,2,0,LARCENY/THEFT,Tuesday
2007,8,11,UUV,Sunday
2007,10,0,BURGLARY,Saturday
2006,5,9,BURGLARY,Wednesday
2013,9,19,ROBBERY,Thursday
2012,10,0,LARCENY/THEFT,Monday
2018,4,8,BURGLARY,Monday
2011,12,11,BURGLARY,Monday
2020,2,17,LARCENY/THEFT,Saturday
2015,7,19,LARCENY/THEFT,Wednesday
2016,7,18,UUV,Friday
2010,3,17,ASSAULT,Friday
2012,1,1,LARCENY/THEFT,Thursday
2017,9,17,LARCENY/THEFT,Thursday
2006,5,16,BURGLARY,Monday
2020,2,2,ROBBERY,Sunday
2016,3,12,LARCENY/THEFT,Tuesday
2018,1,11,ASSAULT,Monday
2009,10,17,LARCENY/THEFT,Tuesday
2006,11,16,LARCENY/THEFT,Tuesday
2015,7,20,BURGLARY,Friday
2013,5,4,LARCENY/THEFT,Wednesday
2006,11,10,MURDER,Wednesday
2012,10,21,LARCENY/THEFT,Wednesday
2009,9,19,BURGLARY,Saturday
2019,8,4,ROBBERY,Thursday
2006,11,18,BURGLARY,Wednesday
2011,8,16,BURGLARY,Monday
2007,9,1,UUV,Tuesday
2010,9,5,BURGLARY,Saturday
2018,2,0,LARCENY/THEFT,Saturday
2012,12,3,ROBBERY,Saturday
2016,6,14,ASSAULT,Tuesday
2007,6,0,LARCENY/THEFT,Friday
2009,7,8,LARCENY/THEFT,Wednesday
2009,7,7,Breaking & Entering,Wednesday
2010,7,22,LARCENY/THEFT,Monday
2012,4,20,LARCENY/THEFT,Thursday
2011,10,2,LARCENY/THEFT,Wednesday
2017,9,15,BURGLARY,Saturday
2015,12,12,SEXUAL ABUSE,Tuesday
2006,7,0,BURGLARY,Friday
2021,2,7,UUV,Wednesday
2013,1,22,UUV,Tuesday
2018,3,17,ASSAULT,Saturday
2017,8,9,ASSAULT,Wednesday
2007,9,20,RAPE,Wednesday
2010,5,20,LARCENY/THEFT,Tuesday
2015,12,11,ROBBERY,Thursday
2008,12,2,THEFT OF SERVICES,Thursday
2014,11,3,ROBBERY,Sunday
2015,6,21,LARCENY/THEFT,Friday
2018,4,12,LARCENY/THEFT,Sunday
2020,5,18,LARCENY/THEFT,Wednesday
2019,8,9,LARCENY/THEFT,Tuesday
2010,3,16,ASSAULT,Wednesday
2015,5,21,SEXUAL ABUSE,Wednesday
2017,8,8,MURDER,Tuesday
2006,4,16,BURGLARY,Friday
2008,9,17,LARCENY/THEFT,Thursday
2013,5,23,LARCENY/THEFT,Thursday
2006,10,3,ASSAULT,Sunday
2006,10,10,ROBBERY,Tuesday
2006,11,16,LARCENY/THEFT,Saturday
2014,9,16,LARCENY/THEFT,Wednesday
2021,7,14,ASSAULT,Wednesday
2017,9,18,RAPE,Friday
2006,8,1,UUV,Friday
2007,12,10,ROBBERY,Friday
2021,7,19,ASSAULT,Saturday
2017,10,9,LARCENY/THEFT,Thursday
2017,10,17,BURGLARY,Wednesday
2016,8,11,BURGLARY,Tuesday
2011,3,9,LARCENY/THEFT,Tuesday
2009,11,0,LARCENY/THEFT,Monday
2015,9,11,LARCENY/THEFT,Wednesday
2013,6,15,LARCENY/THEFT,Friday
2009,11,2,LARCENY/THEFT,Tuesday
2021,8,8,LARCENY/THEFT,Monday
2019,1,21,LARCENY/THEFT,Tuesday
2008,9,13,UUV,Thursday
2010,9,6,LARCENY/THEFT,Monday
2012,8,19,LARCENY/THEFT,Wednesday
2020,7,10,LARCENY/THEFT,Friday
2009,7,12,LARCENY/THEFT,Friday
2010,7,6,ASSAULT,Friday
2015,5,17,LARCENY/THEFT,Wednesday
2018,2,23,LARCENY/THEFT,Tuesday
2014,7,11,LARCENY/THEFT,Sunday
2010,6,17,LARCENY/THEFT,Tuesday
2018,12,2,SEXUAL ABUSE,Thursday
2020,7,10,BURGLARY,Wednesday
2010,10,23,UUV,Saturday
2018,10,20,LARCENY/THEFT,Tuesday
2020,1,23,UUV,Wednesday
2015,4,0,SEXUAL ABUSE,Sunday
2009,5,1,LARCENY/THEFT,Friday
2010,8,1,BURGLARY,Sunday
2009,8,11,LARCENY/THEFT,Friday
2007,12,0,LARCENY/THEFT,Wednesday
2016,11,12,LARCENY/THEFT,Wednesday
2012,5,0,UUV,Wednesday
2011,10,3,ASSAULT,Sunday
2013,7,20,LARCENY/THEFT,Friday
2011,11,19,BURGLARY,Friday
2009,1,0,LARCENY/THEFT,Tuesday
2010,9,20,LARCENY/THEFT,Saturday
2007,8,4,ASSAULT,Friday
2009,5,2,ROBBERY,Thursday
2015,12,18,LARCENY/THEFT,Saturday
2007,6,13,LARCENY/THEFT,Monday
2007,7,23,ASSAULT,Friday
2006,12,15,BURGLARY,Friday
2014,8,2,ASSAULT,Saturday
2009,5,20,ASSAULT,Saturday
2010,8,2,BURGLARY,Thursday
2010,8,11,LARCENY/THEFT,Friday
2006,8,0,RAPE,Saturday
2008,12,0,UUV,Saturday
2012,10,0,UUV,Saturday
2013,9,11,ASSAULT,Wednesday
2012,5,22,ASSAULT,Tuesday
2011,4,0,LARCENY/THEFT,Saturday
2012,6,1,ASSAULT,Wednesday
2006,2,2,LARCENY/THEFT,Saturday
2006,11,16,BURGLARY,Wednesday
2010,11,18,UUV,Tuesday
2012,10,5,UUV,Thursday
2014,4,22,ASSAULT,Wednesday
2015,1,11,BURGLARY,Tuesday
2008,12,21,ASSAULT,Saturday
2016,10,3,ASSAULT,Sunday
2021,9,16,LARCENY/THEFT,Monday
2011,10,2,ASSAULT,Saturday
2016,1,10,BURGLARY,Thursday
2016,6,0,ASSAULT,Saturday
2010,11,22,LARCENY/THEFT,Wednesday
2009,3,0,BURGLARY,Thursday
2015,12,4,LARCENY/THEFT,Sunday
2012,5,22,ASSAULT,Thursday
2013,7,16,LARCENY/THEFT,Wednesday
2013,3,0,LARCENY/THEFT,Saturday
2020,12,15,LARCENY/THEFT,Thursday
2013,4,11,LARCENY/THEFT,Wednesday
2020,12,11,LARCENY/THEFT,Wednesday
2014,9,1,ROBBERY,Saturday
2007,11,20,ASSAULT,Monday
2013,10,16,ROBBERY,Tuesday
2006,10,20,BURGLARY,Friday
2014,7,22,ASSAULT,Thursday
2020,7,23,LARCENY/THEFT,Monday
2015,3,20,BURGLARY,Monday
2019,6,20,LARCENY/THEFT,Friday
2018,6,16,LARCENY/THEFT,Monday
2012,3,14,ASSAULT,Thursday
2019,6,6,ASSAULT,Friday
2007,5,18,UUV,Thursday
2018,5,8,LARCENY/THEFT,Wednesday
2021,10,20,LARCENY/THEFT,Monday
2006,12,23,LARCENY/THEFT,Saturday
2007,3,11,ASSAULT,Wednesday
2008,9,11,LARCENY/THEFT,Sunday
2010,11,20,ROBBERY,Friday
2012,2,0,ASSAULT,Saturday
2011,4,21,ASSAULT,Thursday
2013,3,0,BURGLARY,Tuesday
2016,1,3,ASSAULT,Sunday
2019,3,10,LARCENY/THEFT,Friday
2022,1,10,LARCENY/THEFT,Saturday
2009,4,22,LARCENY/THEFT,Monday
2009,11,1,ASSAULT,Friday
2007,8,7,LARCENY/THEFT,Friday
2014,9,18,ASSAULT,Wednesday
2015,7,21,BURGLARY,Friday
2008,7,13,LARCENY/THEFT,Thursday
2020,2,8,UUV,Tuesday
2012,2,1,ASSAULT,Thursday
2017,4,14,ASSAULT,Wednesday
2014,12,15,LARCENY/THEFT,Monday
2009,1,17,LARCENY/THEFT,Tuesday
2010,9,3,LARCENY/THEFT,Thursday
2006,9,9,LARCENY/THEFT,Thursday
2010,8,9,UUV,Wednesday
2018,3,13,LARCENY/THEFT,Tuesday
2014,11,12,UUV,Friday
2020,9,17,LARCENY/THEFT,Tuesday
2009,9,15,LARCENY/THEFT,Saturday
2014,9,0,ASSAULT,Saturday
2020,10,15,BURGLARY,Thursday
2007,3,13,BURGLARY,Tuesday
2015,1,0,ASSAULT,Friday
2006,12,23,ASSAULT,Monday
2018,11,22,ASSAULT,Friday
2017,12,12,LARCENY/THEFT,Thursday
2013,12,9,BURGLARY,Thursday
2007,8,18,LARCENY/THEFT,Sunday
2012,4,19,LARCENY/THEFT,Monday
2012,5,1,UUV,Sunday
2017,8,23,BURGLARY,Saturday
2006,12,10,UUV,Sunday
2014,12,19,UUV,Tuesday
2016,7,2,ASSAULT,Saturday
2018,6,18,LARCENY/THEFT,Wednesday
2016,4,20,ROBBERY,Monday
2011,2,9,BURGLARY,Wednesday
2012,1,16,LARCENY/THEFT,Tuesday
2015,6,12,LARCENY/THEFT,Saturday
2015,8,13,LARCENY/THEFT,Friday
2014,12,17,LARCENY/THEFT,Friday
2009,1,11,LARCENY/THEFT,Saturday
2009,2,19,LARCENY/THEFT,Friday
2017,1,0,LARCENY/THEFT,Tuesday
2009,10,20,LARCENY/THEFT,Sunday
2006,1,20,LARCENY/THEFT,Tuesday
2016,1,1,UUV,Friday
2013,8,13,LARCENY/THEFT,Thursday
2017,7,18,LARCENY/THEFT,Tuesday
2009,9,21,ROBBERY,Sunday
2009,4,12,LARCENY/THEFT,Friday
2010,9,12,BURGLARY,Friday
2006,8,22,LARCENY/THEFT,Tuesday
2017,4,19,ASSAULT,Monday
2006,11,0,BURGLARY,Tuesday
2018,5,0,LARCENY/THEFT,Tuesday
2008,7,9,ROBBERY,Tuesday
2009,8,10,BURGLARY,Sunday
2014,11,10,LARCENY/THEFT,Tuesday
2013,2,17,LARCENY/THEFT,Saturday
2007,8,1,ASSAULT,Friday
2012,12,0,ASSAULT,Monday
2013,12,5,RAPE,Monday
2018,1,16,ROBBERY,Monday
2008,10,17,BURGLARY,Thursday
2015,1,12,LARCENY/THEFT,Monday
2013,6,18,LARCENY/THEFT,Thursday
2008,9,12,BURGLARY,Tuesday
2008,10,17,ASSAULT,Wednesday
2011,2,1,ASSAULT,Saturday
2006,8,13,THEFT OF SERVICES,Tuesday
2020,2,14,UUV,Tuesday
2007,8,5,BURGLARY,Thursday
2007,10,21,BURGLARY,Saturday
2020,5,19,LARCENY/THEFT,Sunday
2012,12,22,LARCENY/THEFT,Sunday
2016,7,16,BURGLARY,Saturday
2016,11,17,BURGLARY,Thursday
2017,12,17,LARCENY/THEFT,Saturday
2020,8,13,BURGLARY,Monday
2021,1,11,UUV,Saturday
2014,1,9,LARCENY/THEFT,Sunday
2006,9,19,LARCENY/THEFT,Friday
2014,6,10,LARCENY/THEFT,Sunday
2015,10,5,LARCENY/THEFT,Sunday
2012,1,0,LARCENY/THEFT,Tuesday
2010,5,21,LARCENY/THEFT,Wednesday
2011,3,1,BURGLARY,Sunday
2012,4,2,THEFT OF SERVICES,Friday
2017,12,3,ASSAULT,Friday
2006,12,7,BURGLARY,Tuesday
2010,10,19,BURGLARY,Saturday
2015,12,12,LARCENY/THEFT,Monday
2019,7,16,LARCENY/THEFT,Monday
2011,9,5,BURGLARY,Tuesday
2015,9,16,ASSAULT,Friday
2010,4,3,LARCENY/THEFT,Wednesday
2019,3,4,THEFT OF SERVICES,Saturday
2020,2,18,LARCENY/THEFT,Tuesday
2020,1,16,LARCENY/THEFT,Tuesday
2016,4,9,ASSAULT,Friday
2020,7,14,LARCENY/THEFT,Thursday
2010,4,0,LARCENY/THEFT,Tuesday
2013,2,11,LARCENY/THEFT,Thursday
2018,3,6,LARCENY/THEFT,Saturday
2010,3,20,LARCENY/THEFT,Wednesday
2019,12,13,LARCENY/THEFT,Thursday
2009,9,0,BURGLARY,Wednesday
2006,5,0,UUV,Sunday
2006,4,8,LARCENY/THEFT,Friday
2016,4,22,UUV,Saturday
2021,4,12,BURGLARY,Sunday
2012,7,16,LARCENY/THEFT,Friday
2020,11,7,UUV,Tuesday
2015,9,0,LARCENY/THEFT,Saturday
2012,10,19,LARCENY/THEFT,Tuesday
2010,2,14,LARCENY/THEFT,Sunday
2009,5,0,ROBBERY,Saturday
2020,7,3,LARCENY/THEFT,Thursday
2012,11,7,ASSAULT,Tuesday
2015,1,4,BURGLARY,Wednesday
2014,9,0,LARCENY/THEFT,Tuesday
2021,2,15,LARCENY/THEFT,Friday
2013,12,15,LARCENY/THEFT,Wednesday
2012,6,0,LARCENY/THEFT,Wednesday
2016,7,20,ASSAULT,Friday
2020,12,13,LARCENY/THEFT,Wednesday
2016,6,23,LARCENY/THEFT,Tuesday
2017,1,18,BURGLARY,Wednesday
2008,10,23,LARCENY/THEFT,Wednesday
2017,8,17,ASSAULT,Wednesday
2014,7,23,LARCENY/THEFT,Thursday
2017,5,20,ASSAULT,Tuesday
2010,7,17,ROBBERY,Tuesday
2020,10,21,LARCENY/THEFT,Saturday
2011,4,17,LARCENY/THEFT,Tuesday
2018,8,21,LARCENY/THEFT,Thursday
2013,5,20,LARCENY/THEFT,Friday
2011,11,18,ASSAULT,Tuesday
2009,1,4,ASSAULT,Sunday
2013,1,7,LARCENY/THEFT,Wednesday
2006,8,13,BURGLARY,Thursday
2013,5,12,LARCENY/THEFT,Wednesday
2010,5,23,LARCENY/THEFT,Thursday
2018,10,9,LARCENY/THEFT,Monday
2006,11,10,LARCENY/THEFT,Tuesday
2018,6,3,ASSAULT,Saturday
2009,6,1,ASSAULT,Monday
2011,7,12,LARCENY/THEFT,Monday
2007,6,18,ASSAULT,Sunday
2014,4,18,LARCENY/THEFT,Wednesday
2015,3,17,LARCENY/THEFT,Monday
2013,11,17,LARCENY/THEFT,Saturday
2011,7,0,LARCENY/THEFT,Sunday
2011,4,20,ASSAULT,Sunday
2011,3,5,ASSAULT,Sunday
2016,12,12,ASSAULT,Monday
2010,2,1,LARCENY/THEFT,Sunday
2007,1,0,LARCENY/THEFT,Monday
2012,9,19,SEXUAL ABUSE,Monday
2014,12,16,LARCENY/THEFT,Thursday
2011,12,0,LARCENY/THEFT,Wednesday
2018,7,12,LARCENY/THEFT,Friday
2017,2,16,ASSAULT,Wednesday
2018,10,0,UUV,Wednesday
2010,10,15,ROBBERY,Thursday
2006,9,22,LARCENY/THEFT,Saturday
2008,11,8,LARCENY/THEFT,Thursday
2016,10,20,ASSAULT,Wednesday
2015,5,23,UUV,Monday
2010,5,10,LARCENY/THEFT,Monday
2019,6,20,ASSAULT,Wednesday
2010,8,0,BURGLARY,Friday
2015,9,4,RAPE,Saturday
2012,7,9,SEXUAL ABUSE,Saturday
2015,12,0,ROBBERY,Monday
2010,6,13,ASSAULT,Tuesday
2010,7,0,BURGLARY,Friday
2008,6,22,UUV,Sunday
2009,8,17,ASSAULT,Friday
2010,6,1,ASSAULT,Saturday
2012,3,1,ASSAULT,Wednesday
2011,8,17,LARCENY/THEFT,Monday
2010,6,16,UUV,Sunday
2007,8,18,LARCENY/THEFT,Friday
2019,6,5,MURDER,Tuesday
2014,7,12,ASSAULT,Tuesday
2017,6,0,BURGLARY,Tuesday
2012,7,11,UUV,Wednesday
2016,4,9,ASSAULT,Thursday
2011,10,22,BURGLARY,Monday
2008,6,14,BURGLARY,Friday
2006,6,0,BURGLARY,Thursday
2009,8,15,LARCENY/THEFT,Monday
2018,11,16,BURGLARY,Wednesday
2013,2,1,LARCENY/THEFT,Tuesday
2018,6,23,ASSAULT,Saturday
2015,5,2,ASSAULT,Thursday
2017,5,18,ASSAULT,Wednesday
2009,6,17,LARCENY/THEFT,Friday
2013,2,23,LARCENY/THEFT,Friday
2009,10,16,LARCENY/THEFT,Wednesday
2012,5,12,LARCENY/THEFT,Tuesday
2017,10,16,LARCENY/THEFT,Sunday
2017,2,12,LARCENY/THEFT,Monday
2006,9,14,LARCENY/THEFT,Monday
2012,12,10,LARCENY/THEFT,Wednesday
2020,9,20,LARCENY/THEFT,Tuesday
2018,3,10,LARCENY/THEFT,Thursday
2016,5,11,LARCENY/THEFT,Friday
2013,3,17,BURGLARY,Tuesday
2010,6,2,ASSAULT,Saturday
2011,2,15,LARCENY/THEFT,Wednesday
2014,6,12,ASSAULT,Monday
2012,3,0,ASSAULT,Tuesday
2019,12,16,LARCENY/THEFT,Thursday
2021,9,16,LARCENY/THEFT,Sunday
2016,2,12,ASSAULT,Saturday
2012,8,19,ROBBERY,Wednesday
2020,1,13,BURGLARY,Friday
2020,11,13,ROBBERY,Tuesday
2011,1,7,LARCENY/THEFT,Wednesday
2007,9,0,ASSAULT,Thursday
2008,10,18,ASSAULT,Thursday
2013,7,17,LARCENY/THEFT,Thursday
2009,3,0,BURGLARY,Saturday
2009,1,18,ASSAULT,Thursday
2007,11,19,BURGLARY,Tuesday
2009,7,4,BURGLARY,Sunday
2006,12,10,BURGLARY,Wednesday
2017,6,7,LARCENY/THEFT,Saturday
2009,10,4,LARCENY/THEFT,Saturday
2021,12,12,LARCENY/THEFT,Monday
2015,6,0,LARCENY/THEFT,Saturday
2016,7,22,BURGLARY,Monday
2006,9,15,BURGLARY,Wednesday
2018,10,14,LARCENY/THEFT,Thursday
2010,3,14,UUV,Friday
2007,1,0,ASSAULT,Sunday
2012,8,17,BURGLARY,Saturday
2006,11,4,ASSAULT,Thursday
2018,4,16,ASSAULT,Thursday
2021,1,13,ROBBERY,Monday
2011,12,11,LARCENY/THEFT,Friday
2012,3,0,LARCENY/THEFT,Sunday
2016,11,1,UUV,Sunday
