year,month,hour_of_day,incident_type_primary,day_of_week
2006,2,9,LARCENY/THEFT,Friday
2010,6,17,ASSAULT,Wednesday
2007,11,10,LARCENY/THEFT,Monday
2007,10,18,LARCENY/THEFT,Wednesday
2008,10,10,BURGLARY,Thursday
2016,8,20,LARCENY/THEFT,Tuesday
2018,8,23,MURDER,Friday
2010,8,17,LARCENY/THEFT,Friday
2012,1,2,ASSAULT,Sunday
2019,7,6,LARCENY/THEFT,Saturday
2019,7,8,BURGLARY,Monday
2017,5,10,LARCENY/THEFT,Friday
2009,5,14,LARCENY/THEFT,Sunday
2011,2,0,LARCENY/THEFT,Wednesday
2007,1,16,BURGLARY,Thursday
2010,6,22,LARCENY/THEFT,Saturday
2011,1,7,BURGLARY,Friday
2011,9,14,LARCENY/THEFT,Wednesday
2011,3,11,LARCENY/THEFT,Friday
2015,3,9,LARCENY/THEFT,Wednesday
2007,1,1,LARCENY/THEFT,Saturday
2019,11,12,LARCENY/THEFT,Monday
2010,12,8,LARCENY/THEFT,Tuesday
2019,8,20,LARCENY/THEFT,Thursday
2008,8,21,LARCENY/THEFT,Sunday
2010,6,0,LARCENY/THEFT,Saturday
2008,6,23,ASSAULT,Wednesday
2007,2,22,UUV,Sunday
2017,7,0,LARCENY/THEFT,Monday
2009,9,8,ASSAULT,Tuesday
2005,1,10,LARCENY/THEFT,Sunday
2012,5,9,ROBBERY,Thursday
2019,4,16,LARCENY/THEFT,Tuesday
2009,12,11,UUV,Thursday
2013,12,0,BURGLARY,Monday
2020,5,13,BURGLARY,Sunday
2012,7,0,LARCENY/THEFT,Saturday
2009,8,11,BURGLARY,Sunday
2012,7,17,ASSAULT,Sunday
2006,11,1,BURGLARY,Thursday
2018,11,9,LARCENY/THEFT,Tuesday
2011,3,0,ASSAULT,Tuesday
2012,7,13,LARCENY/THEFT,Tuesday
2016,2,0,RAPE,Wednesday
2018,12,23,LARCENY/THEFT,Saturday
2015,1,5,LARCENY/THEFT,Tuesday
2017,11,3,LARCENY/THEFT,Wednesday
2012,5,14,LARCENY/THEFT,Monday
2007,8,20,LARCENY/THEFT,Wednesday
2017,6,0,ASSAULT,Saturday
2011,9,5,BURGLARY,Thursday
2006,11,4,LARCENY/THEFT,Sunday
2006,6,10,ASSAULT,Monday
2018,4,22,ROBBERY,Sunday
2011,8,8,LARCENY/THEFT,Thursday
2012,9,10,LARCENY/THEFT,Thursday
2008,6,23,UUV,Thursday
2011,12,13,LARCENY/THEFT,Saturday
2016,12,8,BURGLARY,Friday
2010,12,22,ASSAULT,Wednesday
2015,11,0,ASSAULT,Sunday
2011,3,3,ASSAULT,Sunday
2012,6,8,BURGLARY,Saturday
2007,10,0,LARCENY/THEFT,Monday
2009,3,19,ASSAULT,Sunday
2007,12,0,LARCENY/THEFT,Friday
2008,10,0,ASSAULT,Saturday
2013,6,16,UUV,Sunday
2009,5,16,ASSAULT,Friday
2019,6,17,LARCENY/THEFT,Tuesday
2007,4,21,ROBBERY,Friday
2009,2,19,LARCENY/THEFT,Sunday
2015,5,3,LARCENY/THEFT,Thursday
2007,1,17,BURGLARY,Monday
2019,1,11,LARCENY/THEFT,Monday
2020,10,22,ROBBERY,Friday
2013,10,2,BURGLARY,Wednesday
2007,6,22,LARCENY/THEFT,Saturday
2016,9,8,MURDER,Friday
2016,7,7,UUV,Friday
2018,11,7,ASSAULT,Thursday
2008,7,20,LARCENY/THEFT,Wednesday
2007,5,0,LARCENY/THEFT,Friday
2011,3,17,LARCENY/THEFT,Tuesday
2008,10,14,LARCENY/THEFT,Wednesday
2018,12,18,UUV,Wednesday
2007,8,21,ASSAULT,Tuesday
2011,9,19,UUV,Saturday
2013,9,15,ASSAULT,Thursday
2013,10,11,AGG ASSAULT ON P/OFFICER,Monday
2018,11,14,LARCENY/THEFT,Friday
2014,4,15,LARCENY/THEFT,Friday
2007,6,23,ASSAULT,Monday
2012,1,7,UUV,Tuesday
2014,4,0,UUV,Monday
2012,7,10,LARCENY/THEFT,Monday
2010,5,0,BURGLARY,Tuesday
2008,8,23,BURGLARY,Sunday
2006,8,13,LARCENY/THEFT,Thursday
2020,2,12,BURGLARY,Wednesday
2016,10,23,LARCENY/THEFT,Saturday
2007,5,19,LARCENY/THEFT,Thursday
2006,4,12,LARCENY/THEFT,Thursday
2021,4,16,LARCENY/THEFT,Sunday
2006,4,21,ASSAULT,Wednesday
2017,7,18,ASSAULT,Saturday
2018,3,0,LARCENY/THEFT,Tuesday
2021,3,2,BURGLARY,Friday
2016,10,14,LARCENY/THEFT,Monday
2021,4,13,LARCENY/THEFT,Friday
2015,7,14,LARCENY/THEFT,Wednesday
2014,4,11,BURGLARY,Saturday
2014,11,21,BURGLARY,Friday
2016,12,8,LARCENY/THEFT,Wednesday
2017,7,9,LARCENY/THEFT,Wednesday
2007,7,14,LARCENY/THEFT,Friday
2008,12,16,ASSAULT,Saturday
2012,2,18,LARCENY/THEFT,Friday
2016,11,18,LARCENY/THEFT,Tuesday
2017,7,0,ASSAULT,Monday
2009,4,0,LARCENY/THEFT,Wednesday
2010,6,13,LARCENY/THEFT,Thursday
2006,5,21,UUV,Friday
2011,6,8,LARCENY/THEFT,Tuesday
2018,12,14,LARCENY/THEFT,Tuesday
2017,2,0,LARCENY/THEFT,Friday
2010,10,19,BURGLARY,Wednesday
2015,11,18,RAPE,Thursday
2013,12,21,THEFT OF SERVICES,Thursday
2021,7,16,LARCENY/THEFT,Tuesday
2014,2,12,LARCENY/THEFT,Friday
2020,3,6,LARCENY/THEFT,Monday
2012,4,21,ASSAULT,Saturday
2013,4,18,UUV,Thursday
2018,1,15,UUV,Saturday
2011,1,16,BURGLARY,Thursday
2020,5,13,LARCENY/THEFT,Wednesday
2020,4,14,LARCENY/THEFT,Friday
2011,3,23,LARCENY/THEFT,Tuesday
2012,10,23,ROBBERY,Wednesday
2009,2,10,BURGLARY,Tuesday
2020,7,9,LARCENY/THEFT,Thursday
2010,9,17,ASSAULT,Tuesday
2015,1,0,ASSAULT,Saturday
2020,8,21,ROBBERY,Saturday
2010,9,23,ROBBERY,Monday
2010,12,12,BURGLARY,Thursday
2012,5,8,BURGLARY,Friday
2012,12,15,LARCENY/THEFT,Wednesday
2007,11,7,LARCENY/THEFT,Wednesday
2006,1,9,BURGLARY,Sunday
2021,8,14,LARCENY/THEFT,Thursday
2013,11,6,ROBBERY,Tuesday
2018,7,20,LARCENY/THEFT,Wednesday
2010,5,21,LARCENY/THEFT,Sunday
2014,2,15,LARCENY/THEFT,Wednesday
2021,7,6,LARCENY/THEFT,Tuesday
2016,9,17,SEXUAL ABUSE,Sunday
2010,5,15,SEXUAL ABUSE,Sunday
2016,1,13,BURGLARY,Monday
2018,9,0,LARCENY/THEFT,Monday
2020,7,17,ASSAULT,Friday
2013,5,19,ROBBERY,Monday
2019,5,13,BURGLARY,Wednesday
2008,11,17,ASSAULT,Monday
2013,2,9,BURGLARY,Monday
2018,10,22,UUV,Sunday
2010,12,15,LARCENY/THEFT,Monday
2018,7,12,BURGLARY,Thursday
2011,7,17,LARCENY/THEFT,Friday
2008,11,5,UUV,Monday
2018,11,2,ASSAULT,Thursday
2011,10,22,UUV,Friday
2013,11,16,BURGLARY,Saturday
2013,7,17,LARCENY/THEFT,Sunday
2009,3,0,BURGLARY,Sunday
2012,11,17,ROBBERY,Friday
2016,10,16,BURGLARY,Friday
2016,5,7,LARCENY/THEFT,Thursday
2015,10,2,ROBBERY,Sunday
2018,9,1,ASSAULT,Saturday
2009,2,1,LARCENY/THEFT,Tuesday
2010,7,0,RAPE,Thursday
2013,5,9,BURGLARY,Wednesday
2014,11,1,LARCENY/THEFT,Tuesday
2018,7,22,LARCENY/THEFT,Wednesday
2006,7,15,LARCENY/THEFT,Wednesday
2010,10,0,LARCENY/THEFT,Tuesday
2010,7,2,BURGLARY,Friday
2012,1,0,ASSAULT,Sunday
2009,8,20,ASSAULT,Wednesday
2012,1,23,UUV,Thursday
2021,8,7,LARCENY/THEFT,Friday
2016,11,5,ROBBERY,Tuesday
2013,12,10,ROBBERY,Tuesday
2011,8,16,BURGLARY,Monday
2017,10,19,LARCENY/THEFT,Sunday
2016,8,17,ASSAULT,Monday
2015,12,8,BURGLARY,Thursday
2008,8,0,ASSAULT,Friday
2012,3,11,UUV,Saturday
2017,1,20,RAPE,Friday
2012,3,21,THEFT OF SERVICES,Wednesday
2012,9,16,LARCENY/THEFT,Monday
2013,8,14,ROBBERY,Thursday
2011,4,12,LARCENY/THEFT,Monday
2006,1,0,RAPE,Sunday
2020,10,13,UUV,Monday
2022,2,7,ASSAULT,Thursday
2017,6,20,LARCENY/THEFT,Thursday
2010,7,12,ASSAULT,Saturday
2008,9,16,LARCENY/THEFT,Thursday
2020,8,11,LARCENY/THEFT,Wednesday
2013,6,0,LARCENY/THEFT,Sunday
2006,6,2,ASSAULT,Tuesday
2008,12,23,LARCENY/THEFT,Wednesday
2019,8,19,BURGLARY,Friday
2015,3,19,THEFT OF SERVICES,Tuesday
2007,5,15,ROBBERY,Tuesday
2010,3,0,LARCENY/THEFT,Monday
2014,6,17,ASSAULT,Wednesday
2018,12,0,BURGLARY,Tuesday
2012,12,16,ASSAULT,Tuesday
2012,7,22,UUV,Wednesday
2011,10,14,LARCENY/THEFT,Friday
2017,2,19,ASSAULT,Tuesday
2006,9,4,ASSAULT,Monday
2016,8,0,LARCENY/THEFT,Tuesday
2013,11,10,BURGLARY,Saturday
2007,5,12,LARCENY/THEFT,Tuesday
2006,12,7,BURGLARY,Wednesday
2009,9,20,ROBBERY,Saturday
2019,2,15,LARCENY/THEFT,Wednesday
2013,2,18,LARCENY/THEFT,Saturday
2017,12,22,ASSAULT,Tuesday
2019,1,2,MURDER,Tuesday
2013,9,23,ASSAULT,Wednesday
2006,9,7,MURDER,Saturday
2009,11,0,LARCENY/THEFT,Friday
2021,9,2,LARCENY/THEFT,Saturday
2016,11,3,BURGLARY,Sunday
2020,7,8,ASSAULT,Wednesday
2009,9,12,BURGLARY,Saturday
2008,10,20,LARCENY/THEFT,Sunday
2007,4,10,UUV,Sunday
2007,10,20,LARCENY/THEFT,Wednesday
2017,12,12,UUV,Sunday
2020,1,23,SEXUAL ABUSE,Monday
2020,10,20,ASSAULT,Friday
2007,11,19,LARCENY/THEFT,Monday
2008,12,16,LARCENY/THEFT,Wednesday
2011,8,18,ASSAULT,Tuesday
2012,8,11,BURGLARY,Wednesday
2010,9,13,ROBBERY,Sunday
2009,8,17,LARCENY/THEFT,Wednesday
2010,12,19,ROBBERY,Wednesday
2011,2,23,ROBBERY,Sunday
2019,5,3,ASSAULT,Sunday
2020,5,12,UUV,Saturday
2011,5,6,LARCENY/THEFT,Saturday
2006,5,22,BURGLARY,Saturday
2006,4,19,LARCENY/THEFT,Wednesday
2015,11,1,LARCENY/THEFT,Thursday
2010,5,20,LARCENY/THEFT,Tuesday
2006,5,13,BURGLARY,Saturday
2019,4,22,LARCENY/THEFT,Thursday
2012,11,8,UUV,Sunday
2005,11,0,LARCENY/THEFT,Friday
2012,8,13,THEFT OF SERVICES,Thursday
2010,3,14,LARCENY/THEFT,Sunday
2016,7,11,BURGLARY,Wednesday
2007,11,9,LARCENY/THEFT,Thursday
2012,5,8,ROBBERY,Thursday
2011,4,13,LARCENY/THEFT,Friday
2009,8,17,ASSAULT,Saturday
2011,5,11,LARCENY/THEFT,Friday
2010,1,17,LARCENY/THEFT,Tuesday
2006,10,2,ASSAULT,Tuesday
2011,8,6,LARCENY/THEFT,Sunday
2013,8,14,LARCENY/THEFT,Friday
2017,1,10,ASSAULT,Friday
2018,4,0,ASSAULT,Wednesday
2014,5,2,ASSAULT,Saturday
2011,11,15,BURGLARY,Saturday
2019,1,22,ASSAULT,Tuesday
2015,5,3,LARCENY/THEFT,Saturday
2007,3,21,RAPE,Saturday
2015,7,23,ASSAULT,Friday
2019,8,18,LARCENY/THEFT,Thursday
2016,8,6,LARCENY/THEFT,Friday
2007,4,20,BURGLARY,Sunday
2014,11,12,LARCENY/THEFT,Thursday
2014,6,15,ASSAULT,Sunday
2011,1,16,LARCENY/THEFT,Tuesday
2019,12,0,BURGLARY,Sunday
2009,11,0,LARCENY/THEFT,Tuesday
2019,12,10,UUV,Monday
2015,6,11,BURGLARY,Friday
2009,5,0,ASSAULT,Tuesday
2021,1,13,LARCENY/THEFT,Saturday
2021,3,7,LARCENY/THEFT,Tuesday
2006,6,14,BURGLARY,Friday
2014,6,14,LARCENY/THEFT,Monday
2009,8,23,UUV,Sunday
2019,4,6,ASSAULT,Saturday
2019,7,17,ASSAULT,Thursday
2017,12,21,BURGLARY,Saturday
2019,7,20,LARCENY/THEFT,Saturday
2015,9,3,ASSAULT,Saturday
2016,1,16,LARCENY/THEFT,Saturday
2006,5,21,LARCENY/THEFT,Tuesday
2006,5,8,BURGLARY,Saturday
2008,10,20,BURGLARY,Wednesday
2010,2,3,ASSAULT,Sunday
2010,8,0,BURGLARY,Monday
2012,4,20,UUV,Sunday
2007,4,0,BURGLARY,Tuesday
2020,11,21,ASSAULT,Thursday
2017,12,10,UUV,Saturday
2006,8,21,LARCENY/THEFT,Saturday
2011,9,20,LARCENY/THEFT,Monday
2017,8,7,UUV,Monday
2006,5,0,ASSAULT,Wednesday
2019,7,0,LARCENY/THEFT,Monday
2014,2,11,LARCENY/THEFT,Wednesday
2013,7,18,LARCENY/THEFT,Wednesday
2007,12,15,LARCENY/THEFT,Tuesday
2007,7,0,LARCENY/THEFT,Friday
2019,11,19,LARCENY/THEFT,Monday
2017,11,14,LARCENY/THEFT,Thursday
2010,7,22,LARCENY/THEFT,Sunday
2006,2,0,LARCENY/THEFT,Wednesday
2013,6,8,ASSAULT,Monday
2009,2,14,ASSAULT,Friday
2009,12,18,ASSAULT,Thursday
2019,12,21,ASSAULT,Saturday
2008,10,0,ASSAULT,Tuesday
2009,12,12,BURGLARY,Friday
2010,8,16,BURGLARY,Monday
2016,9,19,ASSAULT,Monday
2018,1,9,LARCENY/THEFT,Friday
2018,6,3,LARCENY/THEFT,Wednesday
2014,1,1,ASSAULT,Friday
2019,7,19,UUV,Thursday
2014,7,21,LARCENY/THEFT,Sunday
2014,7,9,LARCENY/THEFT,Thursday
2015,5,0,LARCENY/THEFT,Saturday
2007,4,15,UUV,Thursday
2019,10,2,LARCENY/THEFT,Tuesday
2020,2,11,BURGLARY,Thursday
2006,8,23,ASSAULT,Thursday
2007,12,14,ROBBERY,Sunday
2006,7,9,BURGLARY,Thursday
2016,9,4,BURGLARY,Monday
2006,7,10,LARCENY/THEFT,Friday
2014,8,20,BURGLARY,Monday
2008,8,0,BURGLARY,Thursday
2014,9,8,LARCENY/THEFT,Wednesday
2012,1,0,LARCENY/THEFT,Wednesday
2010,8,12,LARCENY/THEFT,Thursday
2021,4,11,LARCENY/THEFT,Friday
2016,8,22,UUV,Tuesday
2020,10,10,BURGLARY,Monday
2021,7,17,UUV,Friday
2012,5,0,LARCENY/THEFT,Thursday
2018,9,12,LARCENY/THEFT,Monday
2008,7,11,LARCENY/THEFT,Friday
2008,10,18,LARCENY/THEFT,Friday
2018,5,14,ASSAULT,Friday
2014,8,1,ASSAULT,Saturday
2008,6,19,BURGLARY,Monday
2015,9,23,UUV,Tuesday
2009,1,0,LARCENY/THEFT,Tuesday
2014,6,0,LARCENY/THEFT,Tuesday
2020,10,1,ROBBERY,Monday
2019,6,0,LARCENY/THEFT,Tuesday
2018,7,18,BURGLARY,Sunday
2010,4,18,ROBBERY,Tuesday
2019,4,8,LARCENY/THEFT,Wednesday
2019,7,23,ASSAULT,Monday
2008,10,13,BURGLARY,Friday
2018,9,9,LARCENY/THEFT,Monday
2016,10,0,LARCENY/THEFT,Friday
2010,8,18,LARCENY/THEFT,Sunday
2018,1,22,ASSAULT,Tuesday
2012,2,12,ASSAULT,Friday
2015,9,4,ASSAULT,Sunday
2018,12,11,LARCENY/THEFT,Wednesday
2010,1,6,ASSAULT,Thursday
2018,7,14,UUV,Friday
2019,8,20,ASSAULT,Monday
2009,6,2,LARCENY/THEFT,Friday
2021,8,14,ASSAULT,Saturday
2014,11,3,ASSAULT,Monday
2006,2,6,ASSAULT,Sunday
2007,10,4,LARCENY/THEFT,Monday
2017,3,18,UUV,Thursday
2014,8,18,LARCENY/THEFT,Tuesday
2007,6,0,LARCENY/THEFT,Saturday
2019,8,0,ASSAULT,Friday
2020,3,12,LARCENY/THEFT,Sunday
2010,6,20,ASSAULT,Friday
2010,5,13,ROBBERY,Monday
2010,3,17,ASSAULT,Wednesday
2009,7,23,ASSAULT,Sunday
2008,8,17,LARCENY/THEFT,Thursday
2018,9,4,ROBBERY,Wednesday
2006,12,0,LARCENY/THEFT,Tuesday
2017,8,22,LARCENY/THEFT,Tuesday
2019,2,19,ASSAULT,Monday
2012,9,15,LARCENY/THEFT,Monday
2017,2,4,ROBBERY,Wednesday
2012,10,8,LARCENY/THEFT,Wednesday
2011,5,12,LARCENY/THEFT,Sunday
2020,6,18,BURGLARY,Monday
2016,6,6,UUV,Saturday
2010,3,2,ASSAULT,Thursday
2013,4,6,BURGLARY,Saturday
2016,5,21,LARCENY/THEFT,Sunday
2010,4,23,LARCENY/THEFT,Friday
2010,9,9,BURGLARY,Monday
2010,6,21,ASSAULT,Monday
2019,8,15,LARCENY/THEFT,Saturday
2020,8,8,BURGLARY,Tuesday
2007,3,10,LARCENY/THEFT,Thursday
2007,2,11,BURGLARY,Monday
2011,12,19,ASSAULT,Saturday
2015,2,12,LARCENY/THEFT,Saturday
2018,10,10,LARCENY/THEFT,Sunday
2019,8,11,LARCENY/THEFT,Thursday
2021,3,9,UUV,Thursday
2014,7,13,THEFT OF SERVICES,Thursday
2017,9,17,LARCENY/THEFT,Wednesday
2015,5,21,ASSAULT,Saturday
2006,11,15,LARCENY/THEFT,Saturday
2018,8,12,UUV,Saturday
2014,12,19,LARCENY/THEFT,Monday
2014,9,9,BURGLARY,Tuesday
2007,9,0,ROBBERY,Friday
2020,7,1,ROBBERY,Saturday
2016,10,0,ASSAULT,Saturday
2011,3,13,BURGLARY,Wednesday
2011,4,0,UUV,Monday
2009,7,20,LARCENY/THEFT,Tuesday
2015,1,18,ASSAULT,Monday
2019,1,20,UUV,Wednesday
2016,11,7,BURGLARY,Monday
2007,4,9,BURGLARY,Sunday
2016,3,17,LARCENY/THEFT,Tuesday
2010,2,23,BURGLARY,Wednesday
2010,12,18,LARCENY/THEFT,Wednesday
2008,8,15,LARCENY/THEFT,Wednesday
2013,12,18,LARCENY/THEFT,Friday
2017,10,12,LARCENY/THEFT,Friday
2012,7,22,ASSAULT,Saturday
2021,12,13,LARCENY/THEFT,Saturday
2010,6,2,ASSAULT,Tuesday
2006,8,0,UUV,Saturday
2007,6,0,LARCENY/THEFT,Thursday
2014,4,21,UUV,Friday
2010,8,7,ASSAULT,Monday
2016,5,19,ASSAULT,Friday
2021,8,10,LARCENY/THEFT,Thursday
2007,7,11,BURGLARY,Wednesday
2011,8,10,BURGLARY,Monday
2015,10,0,LARCENY/THEFT,Thursday
2006,7,20,ROBBERY,Wednesday
2006,8,0,ASSAULT,Monday
2012,3,0,UUV,Friday
2007,6,0,LARCENY/THEFT,Friday
2011,10,23,UUV,Monday
2006,5,22,ASSAULT,Saturday
2018,9,18,UUV,Wednesday
2021,8,10,LARCENY/THEFT,Monday
2009,4,20,ASSAULT,Sunday
2007,10,6,ASSAULT,Sunday
2016,9,9,LARCENY/THEFT,Tuesday
2016,11,16,BURGLARY,Tuesday
2009,4,21,ASSAULT,Saturday
2007,8,14,LARCENY/THEFT,Friday
2016,12,3,BURGLARY,Monday
2007,6,2,UUV,Saturday
2020,5,13,LARCENY/THEFT,Thursday
2007,11,8,LARCENY/THEFT,Sunday
2017,10,15,LARCENY/THEFT,Saturday
2008,12,21,LARCENY/THEFT,Wednesday
2019,9,13,LARCENY/THEFT,Friday
2007,6,18,BURGLARY,Thursday
2011,8,18,ASSAULT,Thursday
2010,10,14,LARCENY/THEFT,Wednesday
2017,8,0,ROBBERY,Thursday
2011,5,9,BURGLARY,Saturday
2009,2,0,ASSAULT,Thursday
2011,4,0,ASSAULT,Wednesday
2008,7,3,ASSAULT,Sunday
2013,8,15,LARCENY/THEFT,Friday
2006,10,12,ASSAULT,Monday
2011,8,19,BURGLARY,Thursday
2020,12,11,ASSAULT,Wednesday
2013,2,3,LARCENY/THEFT,Wednesday
2007,6,10,BURGLARY,Tuesday
2019,2,10,LARCENY/THEFT,Saturday
2015,12,0,LARCENY/THEFT,Saturday
2018,2,14,ASSAULT,Thursday
2011,8,14,ASSAULT,Saturday
2016,5,0,BURGLARY,Friday
2011,10,20,LARCENY/THEFT,Friday
2010,1,0,ASSAULT,Friday
2022,2,14,ASSAULT,Thursday
2012,10,18,LARCENY/THEFT,Saturday
2008,12,21,UUV,Monday
2015,9,22,BURGLARY,Friday
2013,12,18,BURGLARY,Saturday
2011,6,11,LARCENY/THEFT,Friday
2013,4,8,LARCENY/THEFT,Thursday
2019,12,19,LARCENY/THEFT,Friday
2013,4,0,LARCENY/THEFT,Thursday
2012,2,12,LARCENY/THEFT,Saturday
2006,9,15,LARCENY/THEFT,Monday
2014,8,12,LARCENY/THEFT,Thursday
2007,4,15,ASSAULT,Sunday
2014,4,21,BURGLARY,Sunday
2007,4,0,ASSAULT,Thursday
2015,11,23,LARCENY/THEFT,Tuesday
2015,6,14,ASSAULT,Saturday
2008,6,4,ROBBERY,Thursday
2009,11,0,LARCENY/THEFT,Friday
2017,5,18,LARCENY/THEFT,Saturday
2008,8,5,ASSAULT,Friday
2021,6,21,LARCENY/THEFT,Tuesday
2012,2,18,ASSAULT,Wednesday
2008,10,16,LARCENY/THEFT,Friday
2017,7,17,BURGLARY,Friday
2021,5,18,LARCENY/THEFT,Friday
2015,4,17,BURGLARY,Thursday
2011,2,14,UUV,Tuesday
2020,2,9,LARCENY/THEFT,Wednesday
2015,9,17,LARCENY/THEFT,Wednesday
2011,6,12,LARCENY/THEFT,Tuesday
2017,9,16,LARCENY/THEFT,Saturday
2021,6,12,UUV,Saturday
2012,5,3,ASSAULT,Wednesday
2018,4,21,LARCENY/THEFT,Saturday
2019,3,23,LARCENY/THEFT,Saturday
2007,8,22,LARCENY/THEFT,Saturday
2015,5,13,LARCENY/THEFT,Friday
2015,7,11,LARCENY/THEFT,Tuesday
2007,5,15,BURGLARY,Friday
2012,3,19,BURGLARY,Tuesday
2007,3,12,LARCENY/THEFT,Thursday
2007,8,1,BURGLARY,Thursday
2006,4,11,LARCENY/THEFT,Wednesday
2014,12,2,ASSAULT,Saturday
2017,12,7,LARCENY/THEFT,Tuesday
2010,5,13,ROBBERY,Sunday
2007,4,4,BURGLARY,Wednesday
2010,6,10,LARCENY/THEFT,Wednesday
2006,9,14,LARCENY/THEFT,Friday
2020,8,10,LARCENY/THEFT,Wednesday
2017,10,10,LARCENY/THEFT,Wednesday
2011,10,2,LARCENY/THEFT,Saturday
2009,6,20,UUV,Friday
2011,9,0,LARCENY/THEFT,Monday
2017,5,21,BURGLARY,Thursday
2012,10,17,BURGLARY,Tuesday
2011,7,2,BURGLARY,Saturday
2016,11,0,LARCENY/THEFT,Thursday
2017,3,8,ASSAULT,Monday
2020,5,14,LARCENY/THEFT,Friday
2010,1,0,SEXUAL ABUSE,Friday
2013,2,5,ASSAULT,Saturday
2011,2,0,UUV,Wednesday
2006,8,14,ASSAULT,Thursday
2008,10,15,LARCENY/THEFT,Monday
2011,11,6,ASSAULT,Saturday
2007,11,13,ROBBERY,Tuesday
2011,1,21,LARCENY/THEFT,Friday
2016,4,0,LARCENY/THEFT,Tuesday
2007,6,15,BURGLARY,Tuesday
2008,12,15,LARCENY/THEFT,Thursday
2015,6,15,LARCENY/THEFT,Wednesday
2010,12,21,BURGLARY,Tuesday
2016,9,17,LARCENY/THEFT,Tuesday
2007,11,15,LARCENY/THEFT,Friday
2008,8,10,BURGLARY,Sunday
2006,10,4,SEXUAL ABUSE,Tuesday
2012,7,22,UUV,Thursday
2010,12,12,LARCENY/THEFT,Monday
2012,3,20,LARCENY/THEFT,Thursday
2008,8,2,ASSAULT,Wednesday
2017,7,21,BURGLARY,Sunday
2006,5,13,ASSAULT,Saturday
2019,9,13,LARCENY/THEFT,Friday
2015,7,8,ASSAULT,Sunday
2012,6,18,LARCENY/THEFT,Saturday
2010,3,22,ASSAULT,Friday
2018,5,10,ASSAULT,Saturday
2007,9,0,UUV,Thursday
2011,2,18,ROBBERY,Saturday
2009,7,23,BURGLARY,Wednesday
2020,2,9,LARCENY/THEFT,Wednesday
2015,4,13,ROBBERY,Thursday
2017,8,19,ASSAULT,Friday
2010,8,15,BURGLARY,Saturday
2009,2,16,LARCENY/THEFT,Wednesday
2015,3,20,ROBBERY,Sunday
2014,9,20,ASSAULT,Tuesday
2006,1,16,LARCENY/THEFT,Saturday
2016,6,1,BURGLARY,Sunday
2010,10,8,BURGLARY,Tuesday
2007,6,0,UUV,Friday
2011,12,12,LARCENY/THEFT,Tuesday
2013,7,16,BURGLARY,Monday
2018,4,9,ROBBERY,Monday
2010,6,1,LARCENY/THEFT,Wednesday
2014,9,22,UUV,Thursday
2009,8,13,BURGLARY,Sunday
2014,3,7,BURGLARY,Sunday
2017,12,11,ASSAULT,Wednesday
2019,4,19,ASSAULT,Monday
2018,2,16,LARCENY/THEFT,Thursday
2020,8,13,UUV,Tuesday
2019,9,9,ASSAULT,Tuesday
2014,1,10,ASSAULT,Tuesday
2018,7,13,ROBBERY,Saturday
2014,12,12,LARCENY/THEFT,Wednesday
2018,8,18,LARCENY/THEFT,Saturday
2017,7,15,LARCENY/THEFT,Friday
2015,11,6,BURGLARY,Tuesday
2016,10,22,LARCENY/THEFT,Wednesday
2007,4,21,LARCENY/THEFT,Tuesday
2016,12,0,UUV,Friday
2015,8,19,UUV,Thursday
2013,1,1,ASSAULT,Tuesday
2012,10,10,ASSAULT,Thursday
2008,10,1,ASSAULT,Saturday
2010,4,20,LARCENY/THEFT,Monday
2017,4,12,ASSAULT,Wednesday
2008,11,17,LARCENY/THEFT,Saturday
2015,11,17,BURGLARY,Tuesday
2007,2,0,UUV,Sunday
2014,7,13,LARCENY/THEFT,Monday
2017,5,1,ROBBERY,Thursday
2016,1,1,ROBBERY,Sunday
2007,10,22,UUV,Monday
2007,5,8,ASSAULT,Wednesday
2020,3,0,THEFT OF SERVICES,Thursday
2012,7,0,ASSAULT,Thursday
2015,5,13,ROBBERY,Friday
2012,1,16,LARCENY/THEFT,Friday
2020,8,11,LARCENY/THEFT,Saturday
2011,12,23,UUV,Friday
2009,1,0,LARCENY/THEFT,Saturday
2018,8,22,ASSAULT,Friday
2019,3,19,UUV,Friday
2011,1,14,LARCENY/THEFT,Thursday
2007,4,0,BURGLARY,Saturday
2010,11,10,LARCENY/THEFT,Tuesday
2015,9,9,SEXUAL ABUSE,Monday
2010,5,20,ASSAULT,Sunday
2013,7,17,ROBBERY,Tuesday
2012,2,0,BURGLARY,Wednesday
2016,4,0,LARCENY/THEFT,Saturday
2014,12,0,UUV,Saturday
2009,10,14,LARCENY/THEFT,Thursday
2012,8,21,ASSAULT,Sunday
2006,10,22,BURGLARY,Tuesday
2008,6,14,LARCENY/THEFT,Sunday
2017,2,10,BURGLARY,Tuesday
2014,8,10,UUV,Friday
2012,12,17,BURGLARY,Monday
2016,8,2,BURGLARY,Wednesday
2011,9,18,BURGLARY,Monday
2017,10,18,LARCENY/THEFT,Thursday
2009,10,22,ASSAULT,Monday
2010,1,1,LARCENY/THEFT,Sunday
2007,4,12,ASSAULT,Wednesday
2012,2,9,BURGLARY,Friday
2006,8,22,LARCENY/THEFT,Saturday
2006,11,10,LARCENY/THEFT,Friday
2006,7,16,ASSAULT,Thursday
